"행정구역","2023년01월_계_총인구수","2023년01월_계_연령구간인구수","2023년01월_계_0~9세","2023년01월_계_10~19세","2023년01월_계_20~29세","2023년01월_계_30~39세","2023년01월_계_40~49세","2023년01월_계_50~59세","2023년01월_계_60~69세","2023년01월_계_70~79세","2023년01월_계_80~89세","2023년01월_계_90~99세","2023년01월_계_100세 이상"
"전라남도 고흥군 (4677000000)","61,805","61,805","2,176","3,513","3,645","3,208","5,702","9,686","13,267","10,797","8,348","1,416","47"
"전라남도 고흥군 고흥읍(4677025000)","12,546","12,546","910","1,431","1,229","1,092","1,805","2,031","1,936","1,221","755","129","7"
"전라남도 고흥군 도양읍(4677025300)","9,469","9,469","440","667","698","630","1,044","1,623","1,940","1,495","796","131","5"
"전라남도 고흥군 도양읍소록출장소(4677025400)","561","561","18","28","11","25","38","30","75","154","149","33","0"
"전라남도 고흥군 도양읍시산출장소(4677025500)","207","207","0","9","7","13","30","39","33","35","37","4","0"
"전라남도 고흥군 풍양면(4677031000)","3,018","3,018","51","80","106","116","216","424","716","666","544","96","3"
"전라남도 고흥군 도덕면(4677032000)","2,828","2,828","50","106","135","100","201","451","653","539","493","98","2"
"전라남도 고흥군 금산면(4677033000)","4,187","4,187","97","157","183","146","301","627","978","913","685","97","3"
"전라남도 고흥군 도화면(4677034000)","3,693","3,693","79","135","164","128","261","597","870","751","602","96","10"
"전라남도 고흥군 포두면(4677035000)","4,739","4,739","90","199","204","178","370","771","1,078","932","779","135","3"
"전라남도 고흥군 봉래면(4677036000)","1,834","1,834","45","71","83","57","151","271","441","361","306","46","2"
"전라남도 고흥군 점암면(4677037000)","2,615","2,615","29","91","92","86","170","402","653","526","462","103","1"
"전라남도 고흥군 과역면(4677038000)","3,177","3,177","68","102","176","119","221","515","757","586","542","88","3"
"전라남도 고흥군 남양면(4677039000)","2,214","2,214","41","94","94","95","148","313","600","443","322","64","0"
"전라남도 고흥군 동강면(4677040000)","3,007","3,007","85","103","173","153","234","444","714","561","446","90","4"
"전라남도 고흥군 대서면(4677041000)","2,168","2,168","56","63","97","86","124","322","551","411","409","49","0"
"전라남도 고흥군 두원면(4677042000)","2,914","2,914","54","97","99","70","193","409","639","658","592","100","3"
"전라남도 고흥군 영남면(4677044000)","1,229","1,229","36","31","45","49","84","195","274","271","212","31","1"
"전라남도 고흥군 동일면(4677045000)","1,399","1,399","27","49","49","65","111","222","359","274","217","26","0"
"전라남도 보성군 (4678000000)","38,439","38,439","1,348","2,391","2,508","2,080","3,683","6,326","7,893","6,170","5,129","879","32"
"전라남도 보성군 보성읍(4678025000)","8,654","8,654","557","772","810","734","1,100","1,479","1,425","966","691","116","4"
"전라남도 보성군 벌교읍(4678025300)","11,208","11,208","399","777","737","567","1,122","1,819","2,271","1,897","1,375","233","11"
"전라남도 보성군 노동면(4678031000)","1,061","1,061","16","38","52","33","76","168","246","183","209","37","3"
"전라남도 보성군 미력면(4678032000)","1,384","1,384","24","55","83","64","100","245","313","230","231","37","2"
"전라남도 보성군 겸백면(4678033000)","1,111","1,111","17","45","52","40","88","178","225","204","224","37","1"
"전라남도 보성군 율어면(4678034000)","1,149","1,149","26","68","50","44","100","173","229","198","232","28","1"
"전라남도 보성군 복내면(4678035000)","1,576","1,576","44","68","76","59","102","245","372","278","282","50","0"
"전라남도 보성군 문덕면(4678036000)","911","911","17","48","55","31","74","165","201","149","148","22","1"
"전라남도 보성군 조성면(4678037000)","3,535","3,535","81","152","192","149","290","560","777","686","550","94","4"
"전라남도 보성군 득량면(4678038000)","2,653","2,653","45","128","106","109","227","416","625","476","435","82","4"
"전라남도 보성군 득량면예당출장소(4678038500)","1,170","1,170","35","71","70","71","117","177","263","186","157","23","0"
"전라남도 보성군 회천면(4678039000)","2,971","2,971","69","142","163","132","229","536","703","516","404","77","0"
"전라남도 보성군 웅치면(4678040000)","1,056","1,056","18","27","62","47","58","165","243","201","191","43","1"
"전라남도 화순군 (4679000000)","61,976","61,976","2,925","5,344","6,443","4,532","7,495","11,371","10,716","7,018","5,376","736","20"
"전라남도 화순군 화순읍(4679025000)","39,468","39,468","2,424","4,444","5,078","3,468","5,770","7,446","5,365","3,249","1,968","247","9"
"전라남도 화순군 화순읍민원출장소(4679025100)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"전라남도 화순군 한천면(4679031000)","903","903","17","34","57","43","87","158","200","171","126","8","2"
"전라남도 화순군 한천면영외출장소(4679031500)","415","415","5","13","10","8","38","65","106","87","75","8","0"
"전라남도 화순군 춘양면(4679032000)","1,741","1,741","29","56","101","68","121","290","405","309","303","58","1"
"전라남도 화순군 청풍면(4679033000)","1,025","1,025","18","27","37","37","60","171","245","179","213","38","0"
"전라남도 화순군 이양면(4679034000)","1,781","1,781","36","47","97","73","125","297","406","324","322","53","1"
"전라남도 화순군 능주면(4679035000)","3,053","3,053","97","220","228","181","304","471","722","457","323","49","1"
"전라남도 화순군 도곡면(4679036000)","2,828","2,828","76","115","198","150","250","526","659","419","369","64","2"
"전라남도 화순군 도암면(4679037000)","1,408","1,408","29","63","66","50","90","239","325","259","252","34","1"
"전라남도 화순군 이서면(4679038000)","932","932","17","33","46","47","62","176","230","165","138","18","0"
"전라남도 화순군 백아면(4679039500)","1,555","1,555","26","60","74","76","84","250","409","282","256","38","0"
"전라남도 화순군 동복면(4679040000)","1,577","1,577","29","54","100","55","99","289","357","278","275","41","0"
"전라남도 화순군 사평면(4679041500)","2,097","2,097","43","51","120","105","145","373","534","343","339","43","1"
"전라남도 화순군 동면(4679042000)","3,193","3,193","79","127","231","171","260","620","753","496","417","37","2"
"전라남도 장흥군 (4680000000)","35,607","35,607","1,619","2,498","2,648","2,336","3,674","6,030","6,854","5,106","4,136","691","15"
"전라남도 장흥군 장흥읍(4680025000)","14,573","14,573","1,087","1,504","1,437","1,328","1,975","2,480","2,213","1,435","954","158","2"
"전라남도 장흥군 관산읍(4680025300)","4,711","4,711","123","267","270","231","399","761","1,037","849","659","112","3"
"전라남도 장흥군 대덕읍(4680025600)","3,189","3,189","94","176","199","154","271","554","684","527","459","70","1"
"전라남도 장흥군 용산면(4680031000)","2,242","2,242","69","94","118","118","187","318","528","385","355","69","1"
"전라남도 장흥군 안양면(4680032000)","2,699","2,699","61","111","148","152","226","463","621","464","368","83","2"
"전라남도 장흥군 장동면(4680033000)","1,194","1,194","34","38","56","58","87","190","276","191","225","36","3"
"전라남도 장흥군 장평면(4680034000)","2,019","2,019","35","78","132","86","126","362","413","352","382","52","1"
"전라남도 장흥군 유치면(4680035000)","987","987","10","19","50","33","71","220","262","158","139","25","0"
"전라남도 장흥군 부산면(4680036000)","1,358","1,358","26","58","77","48","109","251","241","242","252","52","2"
"전라남도 장흥군 회진면(4680037000)","2,635","2,635","80","153","161","128","223","431","579","503","343","34","0"
"전라남도 강진군 (4681000000)","33,157","33,157","1,410","2,332","2,513","2,168","3,352","5,392","6,618","4,883","3,850","625","14"
"전라남도 강진군 강진읍(4681025000)","13,065","13,065","828","1,265","1,344","1,131","1,695","2,168","2,172","1,413","906","140","3"
"전라남도 강진군 군동면(4681031000)","4,382","4,382","230","343","341","331","431","721","830","572","501","79","3"
"전라남도 강진군 칠량면(4681032000)","2,166","2,166","41","104","112","88","161","354","514","377","364","50","1"
"전라남도 강진군 대구면(4681033000)","1,096","1,096","28","43","44","50","88","183","245","228","160","26","1"
"전라남도 강진군 도암면(4681034000)","2,401","2,401","44","120","116","100","167","347","570","470","389","78","0"
"전라남도 강진군 신전면(4681035000)","1,693","1,693","45","81","66","59","147","253","416","318","272","34","2"
"전라남도 강진군 성전면(4681036000)","2,686","2,686","61","113","155","151","209","420","627","490","399","61","0"
"전라남도 강진군 작천면(4681037000)","1,797","1,797","41","64","100","83","120","282","407","328","314","56","2"
"전라남도 강진군 병영면(4681038000)","1,560","1,560","32","69","94","59","126","273","337","277","240","51","2"
"전라남도 강진군 옴천면(4681039000)","606","606","9","45","38","18","46","94","105","119","111","21","0"
"전라남도 강진군 마량면(4681040000)","1,705","1,705","51","85","103","98","162","297","395","291","194","29","0"
"전라남도 해남군 (4682000000)","65,742","65,742","3,183","4,864","5,026","4,214","7,358","11,088","12,852","9,530","6,653","944","30"
"전라남도 해남군 해남읍(4682025000)","24,247","24,247","1,940","2,813","2,645","2,222","3,666","4,191","3,475","2,021","1,103","169","2"
"전라남도 해남군 삼산면(4682031000)","2,835","2,835","68","133","192","133","240","510","651","516","336","53","3"
"전라남도 해남군 화산면(4682032000)","3,024","3,024","101","103","156","155","267","489","677","592","440","42","2"
"전라남도 해남군 현산면(4682033000)","2,692","2,692","56","111","142","113","189","461","642","520","402","52","4"
"전라남도 해남군 송지면(4682034000)","5,817","5,817","220","331","390","334","584","967","1,315","926","663","85","2"
"전라남도 해남군 북평면(4682035000)","2,651","2,651","62","143","168","99","221","421","578","531","384","44","0"
"전라남도 해남군 북일면(4682036000)","1,993","1,993","63","85","108","64","163","333","413","397","318","48","1"
"전라남도 해남군 옥천면(4682037000)","2,846","2,846","67","138","163","118","248","505","591","510","433","67","6"
"전라남도 해남군 계곡면(4682038000)","2,061","2,061","62","81","65","87","176","302","454","368","412","51","3"
"전라남도 해남군 마산면(4682039000)","2,314","2,314","47","129","106","93","216","392","479","430","356","65","1"
"전라남도 해남군 황산면(4682040000)","4,479","4,479","123","227","230","221","357","740","1,143","802","565","71","0"
"전라남도 해남군 산이면(4682041000)","3,562","3,562","134","185","211","205","351","566","780","638","420","72","0"
"전라남도 해남군 문내면(4682042000)","3,832","3,832","147","217","214","202","340","621","867","702","449","72","1"
"전라남도 해남군 화원면(4682043000)","3,389","3,389","93","168","236","168","340","590","787","577","372","53","5"
"전라남도 영암군 (4683000000)","52,363","52,363","2,829","4,172","4,716","4,079","7,070","9,499","8,990","6,025","4,358","611","14"
"전라남도 영암군 영암읍(4683025000)","7,856","7,856","494","742","761","598","1,013","1,348","1,351","891","554","102","2"
"전라남도 영암군 삼호읍(4683025300)","15,181","15,181","1,331","1,782","1,663","1,620","2,898","2,742","1,776","896","424","47","2"
"전라남도 영암군 삼호읍서부출장소(4683025400)","6,404","6,404","402","659","880","702","1,235","1,487","653","234","128","23","1"
"전라남도 영암군 덕진면(4683031000)","1,750","1,750","51","85","99","99","146","296","365","295","265","49","0"
"전라남도 영암군 금정면(4683032000)","2,039","2,039","33","51","121","78","166","383","485","373","300","47","2"
"전라남도 영암군 신북면(4683033000)","3,565","3,565","79","151","216","189","322","621","872","608","447","59","1"
"전라남도 영암군 시종면(4683034000)","3,334","3,334","97","106","188","168","292","555","793","609","467","58","1"
"전라남도 영암군 도포면(4683035000)","2,189","2,189","53","95","157","116","164","392","478","384","322","27","1"
"전라남도 영암군 군서면(4683036000)","3,142","3,142","82","163","197","169","257","510","680","570","444","68","2"
"전라남도 영암군 서호면(4683037000)","1,855","1,855","58","65","97","84","137","289","414","345","319","46","1"
"전라남도 영암군 학산면(4683038000)","2,880","2,880","102","179","218","141","253","495","620","456","363","53","0"
"전라남도 영암군 미암면(4683039000)","2,168","2,168","47","94","119","115","187","381","503","364","325","32","1"
"전라남도 무안군 (4684000000)","90,767","90,767","7,499","10,015","9,307","10,521","14,594","13,552","12,011","7,769","4,812","663","24"
"전라남도 무안군 무안읍(4684025000)","10,923","10,923","684","1,103","1,306","924","1,490","1,925","1,728","1,111","576","75","1"
