"행정구역","2023년01월_계_총인구수","2023년01월_계_연령구간인구수","2023년01월_계_0~9세","2023년01월_계_10~19세","2023년01월_계_20~29세","2023년01월_계_30~39세","2023년01월_계_40~49세","2023년01월_계_50~59세","2023년01월_계_60~69세","2023년01월_계_70~79세","2023년01월_계_80~89세","2023년01월_계_90~99세","2023년01월_계_100세 이상"
"전라북도 김제시 검산동(4521054000)","11,968","11,968","856","1,348","1,509","1,223","1,837","2,002","1,601","926","548","114","4"
"전라북도 김제시 교월동(4521058000)","6,308","6,308","373","487","521","525","754","959","1,189","829","582","87","2"
"전라북도 완주군 (4571000000)","93,041","93,041","6,086","8,381","8,819","9,275","13,362","15,416","15,680","9,155","5,934","906","27"
"전라북도 완주군 삼례읍(4571025000)","18,250","18,250","1,309","1,418","2,282","2,454","2,489","2,731","2,751","1,588","1,060","165","3"
"전라북도 완주군 봉동읍(4571025300)","25,260","25,260","2,238","3,296","2,555","2,803","4,649","3,868","3,053","1,663","989","141","5"
"전라북도 완주군 용진읍(4571025600)","6,914","6,914","265","502","613","487","843","1,308","1,422","841","559","73","1"
"전라북도 완주군 상관면(4571032000)","4,172","4,172","205","370","314","270","580","780","811","517","279","46","0"
"전라북도 완주군 이서면(4571033000)","14,159","14,159","1,356","1,444","1,326","1,932","2,568","2,183","1,763","976","529","77","5"
"전라북도 완주군 소양면(4571034000)","5,799","5,799","181","293","465","353","488","1,097","1,443","850","540","86","3"
"전라북도 완주군 구이면(4571035000)","5,631","5,631","156","333","490","322","527","1,142","1,361","739","493","64","4"
"전라북도 완주군 고산면(4571036000)","4,481","4,481","195","263","321","292","489","800","935","644","470","71","1"
"전라북도 완주군 비봉면(4571037000)","1,819","1,819","39","108","110","82","175","321","426","289","218","49","2"
"전라북도 완주군 운주면(4571038000)","1,916","1,916","38","68","65","82","154","355","530","348","238","37","1"
"전라북도 완주군 화산면(4571039000)","2,588","2,588","59","204","173","100","254","435","580","394","324","64","1"
"전라북도 완주군 동상면(4571040000)","1,072","1,072","31","43","60","58","71","223","341","130","96","19","0"
"전라북도 완주군 경천면(4571041000)","980","980","14","39","45","40","75","173","264","176","139","14","1"
"전라북도 진안군 (4572000000)","24,501","24,501","964","1,572","1,659","1,399","2,324","4,290","5,448","3,650","2,761","421","13"
"전라북도 진안군 진안읍(4572025000)","9,744","9,744","536","797","873","702","1,187","1,663","1,757","1,204","890","132","3"
"전라북도 진안군 용담면(4572031000)","830","830","7","22","25","20","55","157","266","171","94","12","1"
"전라북도 진안군 안천면(4572032000)","1,047","1,047","32","72","51","43","80","175","248","172","143","31","0"
"전라북도 진안군 동향면(4572033000)","1,338","1,338","36","84","49","54","90","236","345","227","185","31","1"
"전라북도 진안군 상전면(4572034000)","805","805","22","34","36","43","58","158","210","117","115","11","1"
"전라북도 진안군 백운면(4572035000)","1,918","1,918","59","89","126","102","168","331","463","300","241","38","1"
"전라북도 진안군 성수면(4572036000)","1,725","1,725","59","69","102","85","139","287","430","288","232","32","2"
"전라북도 진안군 마령면(4572037000)","1,750","1,750","43","79","100","77","118","312","389","340","255","36","1"
"전라북도 진안군 부귀면(4572038000)","2,840","2,840","96","216","172","176","245","535","707","401","243","47","2"
"전라북도 진안군 정천면(4572039000)","1,047","1,047","51","54","58","61","82","185","256","149","128","23","0"
"전라북도 진안군 주천면(4572040000)","1,457","1,457","23","56","67","36","102","251","377","281","235","28","1"
"전라북도 무주군 (4573000000)","23,435","23,435","932","1,741","1,580","1,497","2,633","3,981","4,895","3,156","2,634","367","19"
"전라북도 무주군 무주읍(4573025000)","9,321","9,321","600","992","807","821","1,383","1,511","1,435","952","707","105","8"
"전라북도 무주군 무풍면(4573031000)","2,131","2,131","37","85","88","121","162","383","573","344","294","43","1"
"전라북도 무주군 설천면(4573032000)","3,900","3,900","117","266","285","196","440","744","864","516","418","50","4"
"전라북도 무주군 적상면(4573033000)","2,568","2,568","53","115","131","102","197","460","610","434","402","62","2"
"전라북도 무주군 안성면(4573034000)","4,127","4,127","101","237","216","197","344","680","1,036","640","605","68","3"
"전라북도 무주군 부남면(4573035000)","1,388","1,388","24","46","53","60","107","203","377","270","208","39","1"
"전라북도 장수군 (4574000000)","21,272","21,272","909","1,566","1,444","1,287","2,291","3,519","4,472","3,069","2,359","343","13"
"전라북도 장수군 장수읍(4574025000)","7,107","7,107","436","724","576","559","959","1,109","1,258","843","559","81","3"
"전라북도 장수군 산서면(4574031000)","2,019","2,019","64","107","117","86","164","345","415","350","321","49","1"
"전라북도 장수군 번암면(4574032000)","2,224","2,224","66","104","103","95","168","346","562","427","305","45","3"
"전라북도 장수군 장계면(4574033500)","4,248","4,248","189","349","313","277","512","761","821","527","436","60","3"
"전라북도 장수군 천천면(4574034000)","2,044","2,044","45","78","126","100","158","324","533","368","269","41","2"
"전라북도 장수군 계남면(4574035000)","2,087","2,087","62","125","131","105","202","383","476","327","239","36","1"
"전라북도 장수군 계북면(4574036000)","1,543","1,543","47","79","78","65","128","251","407","227","230","31","0"
"전라북도 임실군 (4575000000)","26,470","26,470","1,227","1,509","1,805","1,735","2,492","4,366","5,498","4,009","3,301","511","17"
"전라북도 임실군 임실읍(4575025000)","7,257","7,257","617","722","668","745","1,011","1,048","1,077","725","551","92","1"
"전라북도 임실군 청웅면(4575031000)","1,246","1,246","24","44","56","50","104","215","264","232","226","30","1"
"전라북도 임실군 운암면(4575032000)","1,596","1,596","49","48","100","79","122","306","444","235","179","33","1"
"전라북도 임실군 신평면(4575033000)","1,426","1,426","50","56","87","93","100","210","323","268","205","32","2"
"전라북도 임실군 성수면(4575034000)","1,595","1,595","38","65","87","73","120","250","373","291","267","31","0"
"전라북도 임실군 오수면(4575035500)","3,542","3,542","101","185","239","204","297","581","810","576","472","75","2"
"전라북도 임실군 신덕면(4575036000)","1,301","1,301","44","44","78","57","92","221","288","239","203","34","1"
"전라북도 임실군 삼계면(4575037000)","1,461","1,461","37","54","66","59","95","217","324","307","252","50","0"
"전라북도 임실군 관촌면(4575038000)","3,201","3,201","153","146","214","197","262","596","700","501","379","51","2"
"전라북도 임실군 강진면(4575039000)","1,471","1,471","32","42","107","69","120","293","339","230","209","28","2"
"전라북도 임실군 덕치면(4575040000)","1,180","1,180","30","49","54","57","77","222","294","208","172","13","4"
"전라북도 임실군 지사면(4575041000)","1,194","1,194","52","54","49","52","92","207","262","197","186","42","1"
"전라북도 순창군 (4577000000)","26,687","26,687","1,137","2,109","1,892","1,636","3,006","4,387","5,264","3,723","3,083","436","14"
"전라북도 순창군 순창읍(4577025000)","9,981","9,981","700","1,287","1,028","798","1,563","1,606","1,386","942","573","96","2"
"전라북도 순창군 인계면(4577031000)","1,486","1,486","34","79","88","83","132","265","342","213","220","27","3"
"전라북도 순창군 동계면(4577032000)","1,943","1,943","44","92","91","86","182","313","428","347","315","42","3"
"전라북도 순창군 풍산면(4577033000)","1,640","1,640","49","84","89","85","180","232","337","297","248","39","0"
"전라북도 순창군 금과면(4577034000)","1,722","1,722","36","57","102","100","120","298","460","255","254","38","2"
"전라북도 순창군 팔덕면(4577035000)","1,376","1,376","35","69","67","88","117","228","314","210","224","23","1"
"전라북도 순창군 쌍치면(4577036000)","1,901","1,901","49","113","99","87","152","345","485","295","242","33","1"
"전라북도 순창군 복흥면(4577037000)","2,079","2,079","82","139","94","92","175","364","501","344","253","35","0"
"전라북도 순창군 적성면(4577038000)","1,207","1,207","31","33","57","60","96","196","275","210","217","31","1"
"전라북도 순창군 유등면(4577039000)","1,058","1,058","33","42","61","52","96","160","223","196","168","26","1"
"전라북도 순창군 구림면(4577040000)","2,294","2,294","44","114","116","105","193","380","513","414","369","46","0"
"전라북도 고창군 (4579000000)","52,366","52,366","2,222","3,907","3,714","3,360","5,547","8,663","10,354","7,744","5,906","912","37"
"전라북도 고창군 고창읍(4579025000)","20,835","20,835","1,581","2,497","2,117","1,900","2,939","3,463","3,144","1,874","1,133","174","13"
"전라북도 고창군 고수면(4579031000)","2,152","2,152","34","88","113","105","179","353","518","399","304","57","2"
"전라북도 고창군 아산면(4579032000)","2,565","2,565","59","86","128","125","216","463","620","445","372","49","2"
"전라북도 고창군 무장면(4579033000)","2,651","2,651","62","193","147","115","213","417","558","488","413","42","3"
"전라북도 고창군 공음면(4579034000)","2,404","2,404","44","101","111","121","200","388","545","446","387","58","3"
"전라북도 고창군 상하면(4579035000)","2,323","2,323","47","125","137","112","213","385","505","429","325","42","3"
"전라북도 고창군 해리면(4579036000)","2,570","2,570","51","94","121","94","199","373","636","545","404","50","3"
"전라북도 고창군 성송면(4579037000)","1,708","1,708","30","46","65","72","124","284","413","313","303","57","1"
"전라북도 고창군 대산면(4579038000)","3,108","3,108","58","123","151","127","240","521","717","599","502","68","2"
"전라북도 고창군 심원면(4579039000)","2,393","2,393","52","108","117","136","196","468","562","392","324","38","0"
"전라북도 고창군 흥덕면(4579040000)","3,000","3,000","74","133","186","142","257","511","688","505","419","84","1"
"전라북도 고창군 성내면(4579041000)","1,896","1,896","34","63","105","92","156","279","446","360","297","64","0"
"전라북도 고창군 신림면(4579042000)","2,133","2,133","37","88","114","103","177","344","465","407","338","60","0"
"전라북도 고창군 부안면(4579043000)","2,628","2,628","59","162","102","116","238","414","537","542","385","69","4"
"전라북도 부안군 (4580000000)","50,019","50,019","2,122","3,401","3,750","3,382","5,601","8,370","10,172","7,400","5,118","686","17"
"전라북도 부안군 부안읍(4580025000)","20,783","20,783","1,436","2,257","2,120","1,842","3,005","3,506","3,239","2,014","1,236","124","4"
"전라북도 부안군 주산면(4580031000)","1,784","1,784","31","45","102","90","129","262","450","328","300","46","1"
"전라북도 부안군 동진면(4580032000)","2,686","2,686","53","77","151","146","199","450","600","503","439","68","0"
"전라북도 부안군 행안면(4580033000)","2,104","2,104","59","110","109","149","195","363","497","324","249","49","0"
"전라북도 부안군 계화면(4580034000)","3,182","3,182","77","133","159","175","327","449","733","684","400","43","2"
"전라북도 부안군 보안면(4580035000)","2,319","2,319","39","77","95","89","166","386","579","471","371","45","1"
"전라북도 부안군 변산면(4580036000)","4,268","4,268","140","254","286","298","479","795","986","612","368","50","0"
"전라북도 부안군 진서면(4580037000)","2,251","2,251","60","81","138","102","208","389","614","397","234","25","3"
"전라북도 부안군 백산면(4580038000)","2,404","2,404","37","70","133","103","184","373","542","493","405","63","1"
"전라북도 부안군 상서면(4580039000)","2,112","2,112","53","72","123","110","151","382","483","387","310","41","0"
"전라북도 부안군 하서면(4580040000)","2,555","2,555","51","100","143","126","233","412","565","491","378","52","4"
"전라북도 부안군 줄포면(4580041000)","2,467","2,467","62","102","137","104","222","403","606","480","294","57","0"
"전라북도 부안군 위도면(4580042000)","1,104","1,104","24","23","54","48","103","200","278","216","134","23","1"
"전라남도  (4600000000)","1,816,707","1,816,707","114,143","161,295","185,407","171,685","247,146","311,371","295,051","188,347","123,460","18,254","548"
"전라남도 목포시 (4611000000)","216,640","216,640","14,682","23,760","25,370","22,364","35,491","36,615","30,620","18,215","8,437","1,057","29"
"전라남도 목포시 용당1동(4611051000)","9,950","9,950","387","634","905","818","1,260","1,676","1,969","1,557","656","84","4"
"전라남도 목포시 용당2동(4611052000)","4,821","4,821","169","261","430","358","594","827","1,022","804","312","42","2"
"전라남도 목포시 연동(4611053500)","4,263","4,263","112","257","351","275","537","726","841","727","391","44","2"
"전라남도 목포시 산정동(4611054500)","9,245","9,245","563","1,047","1,022","924","1,419","1,609","1,402","823","388","47","1"
"전라남도 목포시 연산동(4611055400)","10,465","10,465","1,342","1,366","1,135","1,638","2,027","1,361","925","454","186","31","0"
"전라남도 목포시 원산동(4611055800)","12,205","12,205","724","1,356","1,558","1,175","1,923","2,288","1,750","935","451","45","0"
"전라남도 목포시 대성동(4611056500)","4,845","4,845","412","459","483","576","785","756","702","422","225","25","0"
"전라남도 목포시 목원동(4611059500)","7,017","7,017","179","357","577","503","840","1,205","1,455","1,204","617","75","5"
"전라남도 목포시 동명동(4611064000)","4,987","4,987","142","273","410","365","625","808","982","941","398","42","1"
"전라남도 목포시 삼학동(4611064500)","5,789","5,789","338","596","589","504","895","892","994","689","264","28","0"
"전라남도 목포시 만호동(4611065500)","2,548","2,548","36","103","147","127","331","465","592","490","230","25","2"
"전라남도 목포시 유달동(4611066000)","3,949","3,949","104","211","340","276","460","679","797","664","379","37","2"
"전라남도 목포시 죽교동(4611069500)","2,902","2,902","101","202","263","209","379","462","566","452","242","26","0"
"전라남도 목포시 북항동(4611070500)","8,905","8,905","530","925","1,021","820","1,400","1,552","1,435","790","392","39","1"
"전라남도 목포시 용해동(4611074500)","16,677","16,677","1,302","2,383","1,939","1,694","3,087","2,593","1,946","1,125","523","84","1"
"전라남도 목포시 이로동(4611075000)","10,579","10,579","805","1,440","1,118","1,027","1,837","1,574","1,504","843","380","50","1"
"전라남도 목포시 상동(4611075600)","21,513","21,513","1,681","2,332","2,424","2,400","3,548","3,653","3,025","1,623","716","108","3"
"전라남도 목포시 하당동(4611075700)","12,797","12,797","753","1,207","2,298","1,649","2,172","2,263","1,506","617","294","36","2"
"전라남도 목포시 신흥동(4611075800)","16,237","16,237","1,047","1,818","2,365","1,808","2,561","3,074","2,193","868","451","51","1"
"전라남도 목포시 삼향동(4611078000)","4,584","4,584","292","472","512","468","760","768","704","400","184","24","0"
"전라남도 목포시 옥암동(4611079000)","11,158","11,158","908","1,584","1,382","1,289","2,021","1,899","1,216","575","246","38","0"
"전라남도 목포시 부흥동(4611080000)","8,274","8,274","521","817","1,163","930","1,382","1,581","1,096","491","262","30","1"
"전라남도 목포시 부주동(4611081000)","22,930","22,930","2,234","3,660","2,938","2,531","4,648","3,904","1,998","721","250","46","0"
"전라남도 여수시 (4613000000)","274,495","274,495","18,297","25,159","31,305","28,771","39,760","47,731","43,440","25,714","12,429","1,835","54"
"전라남도 여수시 돌산읍(4613025000)","2,515","2,515","42","68","158","106","184","410","610","538","350","48","1"
"전라남도 여수시 돌산읍우두출장소(4613025100)","8,320","8,320","432","670","663","698","1,174","1,400","1,593","1,070","534","84","2"
"전라남도 여수시 돌산읍죽포출장소(4613025200)","1,862","1,862","31","52","133","64","126","296","468","398","240","52","2"
"전라남도 여수시 소라면(4613031000)","22,110","22,110","2,083","2,254","2,343","2,685","3,470","3,825","3,022","1,448","847","123","10"
"전라남도 여수시 율촌면(4613032000)","5,996","5,996","192","308","402","377","678","942","1,276","1,010","679","129","3"
"전라남도 여수시 화양면(4613033000)","6,312","6,312","113","248","489","321","535","1,168","1,465","1,108","734","131","0"
"전라남도 여수시 남면(4613034000)","2,696","2,696","47","107","118","109","209","397","677","592","380","59","1"
"전라남도 여수시 화정면(4613035000)","1,322","1,322","13","24","59","50","86","181","320","298","245","45","1"
"전라남도 여수시 화정면개도출장소(4613035600)","770","770","10","35","35","21","60","138","175","164","114","18","0"
"전라남도 여수시 삼산면(4613036000)","2,014","2,014","47","88","119","116","212","405","512","320","170","23","2"
"전라남도 여수시 동문동(4613051500)","4,384","4,384","175","291","385","396","535","616","890","758","286","51","1"
"전라남도 여수시 한려동(4613053500)","2,880","2,880","83","162","304","265","305","449","525","525","239","22","1"
"전라남도 여수시 중앙동(4613057000)","4,067","4,067","112","232","338","285","483","661","895","748","282","31","0"
"전라남도 여수시 충무동(4613060000)","3,632","3,632","70","178","294","243","355","603","770","731","350","36","2"
"전라남도 여수시 광림동(4613062500)","5,766","5,766","161","281","561","476","659","954","1,262","970","394","48","0"
"전라남도 여수시 서강동(4613063500)","3,384","3,384","110","173","333","261","382","516","743","569","255","42","0"
"전라남도 여수시 대교동(4613065500)","4,945","4,945","142","218","376","376","520","767","1,110","948","435","53","0"
"전라남도 여수시 국동(4613067000)","10,717","10,717","526","834","1,047","966","1,392","1,823","2,127","1,373","569","57","3"
"전라남도 여수시 월호동(4613068500)","7,036","7,036","439","608","663","636","984","1,099","1,417","841","317","29","3"
"전라남도 여수시 여서동(4613070000)","17,097","17,097","847","1,581","2,144","1,648","2,352","3,060","3,137","1,519","706","101","2"
"전라남도 여수시 문수동(4613071000)","19,873","19,873","1,464","2,124","2,311","2,122","3,181","3,410","2,872","1,604","680","102","3"
"전라남도 여수시 미평동(4613073000)","10,984","10,984","492","915","1,641","988","1,526","2,147","1,800","976","446","50","3"
"전라남도 여수시 둔덕동(4613074000)","9,782","9,782","566","1,087","1,318","963","1,462","1,941","1,491","696","231","26","1"
"전라남도 여수시 만덕동(4613076500)","10,257","10,257","926","978","1,029","1,169","1,585","1,464","1,612","993","437","60","4"
"전라남도 여수시 쌍봉동(4613078000)","32,073","32,073","2,327","3,603","4,805","3,856","5,076","6,105","3,859","1,670","668","101","3"
"전라남도 여수시 시전동(4613079000)","42,274","42,274","5,084","5,069","5,063","6,258","7,480","6,907","4,134","1,524","639","115","1"
"전라남도 여수시 여천동(4613080000)","20,234","20,234","918","1,736","2,942","2,166","2,890","4,224","3,213","1,381","650","109","5"
"전라남도 여수시 주삼동(4613081000)","7,873","7,873","786","1,079","898","946","1,554","1,161","751","457","208","33","0"
"전라남도 여수시 삼일동(4613082000)","2,175","2,175","45","98","229","149","208","431","479","302","204","30","0"
"전라남도 여수시 묘도동(4613083000)","1,145","1,145","14","58","105","55","97","231","235","183","140","27","0"
"전라남도 순천시 (4615000000)","278,712","278,712","21,146","28,960","34,906","31,924","41,377","49,121","38,480","19,555","11,428","1,765","50"
"전라남도 순천시 승주읍(4615025000)","2,572","2,572","50","95","155","116","170","435","656","409","431","54","1"
"전라남도 순천시 해룡면(4615031000)","4,320","4,320","96","165","339","237","354","846","966","702","511","104","0"
"전라남도 순천시 해룡면상삼출장소(4615031500)","19,701","19,701","1,492","2,519","3,258","2,492","3,347","4,007","1,709","527","306","42","2"
"전라남도 순천시 해룡면신대출장소(4615031600)","33,101","33,101","5,447","5,286","3,150","5,949","7,209","3,919","1,507","433","165","36","0"
"전라남도 순천시 서면(4615032000)","14,563","14,563","1,069","1,244","1,519","1,829","2,009","2,495","2,265","1,268","756","103","6"
"전라남도 순천시 황전면(4615033000)","2,829","2,829","36","88","121","115","184","418","673","618","498","76","2"
"전라남도 순천시 월등면(4615034000)","1,735","1,735","32","48","95","72","115","289","455","320","266","43","0"
"전라남도 순천시 주암면(4615035000)","2,998","2,998","48","99","154","115","190","463","750","571","528","78","2"
"전라남도 순천시 송광면(4615036000)","1,447","1,447","8","31","53","55","103","261","341","276","276","43","0"
"전라남도 순천시 외서면(4615037000)","808","808","14","23","39","26","41","129","207","149","153","27","0"
"전라남도 순천시 낙안면(4615038000)","3,063","3,063","76","133","173","130","200","461","774","589","457","67","3"
"전라남도 순천시 별량면(4615039000)","5,398","5,398","107","259","370","260","436","917","1,218","912","784","132","3"
"전라남도 순천시 상사면(4615040000)","2,834","2,834","57","126","265","146","241","540","678","405","324","46","6"
"전라남도 순천시 향동(4615051500)","3,426","3,426","120","241","311","250","372","505","701","575","307","43","1"
"전라남도 순천시 매곡동(4615054000)","6,586","6,586","447","523","1,030","800","812","941","922","676","395","40","0"
"전라남도 순천시 삼산동(4615055000)","25,077","25,077","1,743","2,526","3,678","2,752","3,593","4,353","3,794","1,743","745","148","2"
"전라남도 순천시 조곡동(4615056000)","5,862","5,862","285","481","631","582","768","1,057","1,083","611","312","50","2"
"전라남도 순천시 덕연동(4615057000)","42,649","42,649","2,790","4,894","6,021","4,553","6,478","8,425","6,130","2,240","955","159","4"
"전라남도 순천시 풍덕동(4615058000)","7,401","7,401","314","549","818","656","912","1,215","1,437","958","489","53","0"
"전라남도 순천시 남제동(4615059000)","8,269","8,269","284","566","933","732","903","1,538","1,628","1,117","504","62","2"
"전라남도 순천시 저전동(4615060000)","2,706","2,706","99","174","267","252","282","410","526","435","232","28","1"
"전라남도 순천시 장천동(4615061000)","2,056","2,056","42","72","215","163","235","372","487","306","137","25","2"
"전라남도 순천시 중앙동(4615062000)","2,847","2,847","82","167","310","302","319","481","580","374","205","27","0"
"전라남도 순천시 도사동(4615063500)","18,009","18,009","1,812","1,793","1,928","2,202","2,866","3,067","2,414","1,153","649","120","5"
"전라남도 순천시 왕조1동(4615066100)","40,020","40,020","3,197","4,576","6,108","4,917","6,253","7,747","4,646","1,650","799","121","6"
"전라남도 순천시 왕조2동(4615066500)","18,435","18,435","1,399","2,282","2,965","2,221","2,985","3,830","1,933","538","244","38","0"
"전라남도 나주시 (4617000000)","116,672","116,672","9,216","9,943","11,597","14,040","16,991","17,528","17,635","11,084","7,477","1,131","30"
"전라남도 나주시 남평읍(4617025000)","11,840","11,840","954","832","1,017","1,379","1,729","1,940","2,079","1,162","648","99","1"
"전라남도 나주시 세지면(4617031000)","2,525","2,525","27","141","169","112","214","418","580","457","350","56","1"
"전라남도 나주시 왕곡면(4617032000)","2,775","2,775","48","102","221","143","224","496","649","452","381","58","1"
"전라남도 나주시 반남면(4617033000)","1,359","1,359","18","33","78","63","103","227","325","246","224","42","0"
"전라남도 나주시 공산면(4617034000)","2,211","2,211","68","115","118","110","194","348","509","388","328","30","3"
"전라남도 나주시 동강면(4617035000)","2,327","2,327","34","69","137","85","173","354","579","451","373","71","1"
"전라남도 나주시 다시면(4617036000)","3,443","3,443","47","133","193","177","282","563","868","606","504","67","3"
"전라남도 나주시 문평면(4617037000)","1,850","1,850","23","45","101","75","130","306","481","306","327","53","3"
"전라남도 나주시 노안면(4617038000)","4,374","4,374","63","129","276","211","320","810","1,141","737","575","110","2"
"전라남도 나주시 금천면(4617039000)","5,638","5,638","283","340","533","659","684","901","1,029","702","454","52","1"
"전라남도 나주시 산포면(4617040000)","3,217","3,217","52","121","243","188","310","608","760","509","376","50","0"
"전라남도 나주시 다도면(4617042000)","1,788","1,788","20","59","73","87","127","341","474","299","264","43","1"
"전라남도 나주시 봉황면(4617043000)","4,043","4,043","61","148","277","178","318","669","1,008","755","548","75","6"
"전라남도 나주시 송월동(4617051000)","7,841","7,841","534","767","1,176","1,020","1,195","1,361","922","514","307","44","1"
"전라남도 나주시 영강동(4617052000)","2,660","2,660","116","173","283","286","343","483","473","296","174","32","1"
"전라남도 나주시 금남동(4617054000)","4,669","4,669","184","324","458","361","501","818","879","689","410","45","0"
"전라남도 나주시 성북동(4617055000)","8,551","8,551","570","920","1,227","783","1,279","1,454","1,168","706","377","67","0"
"전라남도 나주시 영산동(4617058000)","2,983","2,983","73","151","222","171","278","534","638","509","349","58","0"
"전라남도 나주시 이창동(4617060000)","3,358","3,358","105","184","374","295","405","567","679","465","240","42","2"
"전라남도 나주시 빛가람동(4617062000)","39,220","39,220","5,936","5,157","4,421","7,657","8,182","4,330","2,394","835","268","37","3"
"전라남도 광양시 (4623000000)","152,163","152,163","11,970","15,732","18,851","18,071","23,097","29,860","19,882","8,718","5,088","870","24"
"전라남도 광양시 광양읍(4623025000)","47,966","47,966","3,711","5,063","5,561","5,283","7,685","8,699","6,750","3,189","1,719","297","9"
"전라남도 광양시 봉강면(4623031000)","2,103","2,103","49","100","180","134","175","415","478","286","231","55","0"
"전라남도 광양시 옥룡면(4623032000)","3,023","3,023","70","124","224","142","236","593","721","461","379","71","2"
"전라남도 광양시 옥곡면(4623033000)","4,931","4,931","271","261","538","498","497","1,130","866","487","331","51","1"
"전라남도 광양시 진상면(4623034000)","2,673","2,673","40","110","160","124","175","514","595","484","401","67","3"
"전라남도 광양시 진월면(4623035000)","2,688","2,688","58","82","170","137","215","442","597","530","380","75","2"
"전라남도 광양시 다압면(4623036000)","1,702","1,702","35","76","104","75","133","290","452","270","243","24","0"
"전라남도 광양시 골약동(4623051500)","6,267","6,267","1,204","422","564","1,629","870","630","414","276","211","45","2"
"전라남도 광양시 중마동(4623053000)","56,902","56,902","5,178","7,144","8,059","7,720","10,123","11,630","4,871","1,430","646","97","4"
"전라남도 광양시 광영동(4623054000)","11,277","11,277","644","1,074","1,341","1,077","1,602","2,687","1,903","624","275","49","1"
"전라남도 광양시 금호동(4623055000)","10,983","10,983","675","1,181","1,787","1,131","1,218","2,505","1,864","479","124","19","0"
"전라남도 광양시 태인동(4623057000)","1,648","1,648","35","95","163","121","168","325","371","202","148","20","0"
"전라남도 담양군 (4671000000)","45,749","45,749","2,027","2,921","4,155","3,406","4,905","8,143","9,116","6,006","4,390","653","27"
"전라남도 담양군 담양읍(4671025000)","15,257","15,257","1,101","1,257","1,651","1,553","2,023","2,508","2,425","1,571","995","165","8"
"전라남도 담양군 봉산면(4671031000)","2,681","2,681","101","91","183","165","290","500","595","417","295","44","0"
"전라남도 담양군 고서면(4671032000)","3,053","3,053","83","155","226","190","262","562","740","487","307","39","2"
"전라남도 담양군 가사문학면(4671033500)","1,212","1,212","17","47","84","69","84","247","295","182","154","32","1"
"전라남도 담양군 창평면(4671034000)","3,597","3,597","108","249","267","228","319","656","798","524","396","50","2"
"전라남도 담양군 대덕면(4671035000)","1,861","1,861","44","89","162","98","147","370","455","254","217","23","2"
"전라남도 담양군 무정면(4671036000)","2,505","2,505","44","86","389","129","176","392","542","386","306","54","1"
"전라남도 담양군 금성면(4671037000)","2,490","2,490","47","92","183","131","227","421","571","403","352","58","5"
"전라남도 담양군 용면(4671038000)","1,768","1,768","48","71","110","104","162","330","404","315","196","26","2"
"전라남도 담양군 월산면(4671039000)","2,363","2,363","77","115","142","166","224","430","521","378","275","33","2"
"전라남도 담양군 수북면(4671040000)","4,710","4,710","191","315","426","298","539","920","970","550","428","71","2"
"전라남도 담양군 대전면(4671041000)","4,252","4,252","166","354","332","275","452","807","800","539","469","58","0"
"전라남도 곡성군 (4672000000)","27,070","27,070","841","1,705","2,090","1,568","2,693","4,656","5,523","3,931","3,449","595","19"
"전라남도 곡성군 곡성읍(4672025000)","7,613","7,613","372","630","688","588","987","1,264","1,327","943","692","118","4"
"전라남도 곡성군 오곡면(4672031000)","1,813","1,813","45","108","112","85","140","283","408","310","283","39","0"
"전라남도 곡성군 삼기면(4672032000)","1,642","1,642","16","77","88","64","117","279","366","293","285","55","2"
"전라남도 곡성군 석곡면(4672033000)","2,225","2,225","49","99","119","93","175","385","494","362","379","66","4"
"전라남도 곡성군 목사동면(4672034000)","1,322","1,322","17","36","63","67","82","231","316","247","234","28","1"
"전라남도 곡성군 죽곡면(4672035000)","1,845","1,845","39","66","121","79","130","318","450","326","263","52","1"
"전라남도 곡성군 고달면(4672036000)","1,145","1,145","25","44","75","56","70","179","259","198","205","33","1"
"전라남도 곡성군 옥과면(4672037000)","4,045","4,045","164","358","433","283","489","710","727","474","347","58","2"
"전라남도 곡성군 입면(4672038000)","2,364","2,364","54","160","194","106","254","471","441","307","314","62","1"
"전라남도 곡성군 겸면(4672039000)","1,628","1,628","27","74","95","84","138","286","353","259","261","49","2"
"전라남도 곡성군 오산면(4672040000)","1,428","1,428","33","53","102","63","111","250","382","212","186","35","1"
"전라남도 구례군 (4673000000)","24,592","24,592","923","1,674","1,706","1,343","2,559","4,385","5,088","3,612","2,860","432","10"
"전라남도 구례군 구례읍(4673025000)","10,501","10,501","577","969","931","729","1,350","1,864","1,860","1,273","818","127","3"
"전라남도 구례군 문척면(4673031000)","1,269","1,269","37","58","77","42","113","252","294","196","175","24","1"
"전라남도 구례군 간전면(4673032000)","1,414","1,414","29","57","68","64","120","253","319","254","220","30","0"
"전라남도 구례군 토지면(4673033000)","2,449","2,449","37","123","132","80","199","485","652","365","318","57","1"
"전라남도 구례군 마산면(4673034000)","2,513","2,513","76","169","166","119","270","434","533","384","308","51","3"
"전라남도 구례군 광의면(4673035000)","2,217","2,217","57","102","102","108","158","349","487","416","378","59","1"
"전라남도 구례군 용방면(4673036000)","1,366","1,366","27","43","81","73","123","218","290","244","231","36","0"
"전라남도 구례군 산동면(4673037000)","2,863","2,863","83","153","149","128","226","530","653","480","412","48","1"
